Northern Ill.,11/09/2012,77,64,Home,,-,"2,224"
St. Mary (KS),11/11/2012,86,96,Home,,-,944
Texas Tech,11/14/2012,63,91,Away,,-,"7,053"
Tulane,11/16/2012,52,76,Away,,-,"2,637"
Nebraska,11/18/2012,62,75,Away,,-,"9,108"
Bethune-Cookman,11/23/2012,81,93,Neutral,"Valparaiso, IN",-,"2,477"
Chicago St.,11/24/2012,68,66,Neutral,"Valparaiso, IN",-,"2,088"
North Dakota St.,11/29/2012,51,95,Away,,-,"2,576"
South Dakota St.,12/01/2012,63,78,Away,,-,"3,021"
Wisconsin,12/04/2012,40,86,Away,,-,"16,546"
Iowa St.,12/09/2012,65,93,Away,,-,"12,785"
Denver,12/15/2012,47,82,Away,,-,"4,244"
Benedictine (KS),12/18/2012,74,70,Home,,-,"1,068"
Tex.-Pan American,12/22/2012,72,80,Away,,-,383
South Dakota,12/29/2012,72,95,Home,,-,"1,026"
UMKC,12/31/2012,77,65,Home,,-,642
Oakland,01/03/2013,79,91,Away,,-,"2,015"
IPFW,01/05/2013,78,96,Away,,-,"1,387"
IUPUI,01/10/2013,90,79,Home,,-,916
Western Ill.,01/12/2013,74,89,Home,,-,"1,017"
CSU Bakersfield,01/19/2013,79,84,Away,,-,"1,074"
South Dakota,01/24/2013,95,90,Away,,-,"1,530"
UMKC,01/26/2013,67,59,Away,,-,"1,236"
IPFW,01/31/2013,86,79,Home,,-,"1,088"
Oakland,02/02/2013,81,96,Home,,-,"1,209"
Western Ill.,02/07/2013,50,68,Away,,-,"2,431"
IUPUI,02/09/2013,85,78,Away,,-,683
Chicago St.,02/19/2013,79,75,Home,,-,820
North Dakota,02/23/2013,83,75,Home,,-,964
South Dakota St.,02/28/2013,82,100,Home,,-,"2,656"
North Dakota St.,03/02/2013,57,84,Home,,-,"1,426"
