Kent St.,11/10/2007,61,60,Home,,-,"2,236"
Saint Louis,11/14/2007,58,66,Away,,-,"8,134"
Western Mich.,11/19/2007,59,60,Home,,-,"2,085"
Chicago St.,11/21/2007,77,66,Home,,-,"1,217"
Rochester College,11/24/2007,67,51,Home,,-,"1,032"
Eastern Mich.,11/28/2007,72,68,Away,,-,"1,099"
Central Mich.,12/01/2007,66,70,Home,,-,"2,234"
Butler,12/06/2007,46,53,Home,,-,"3,136"
Valparaiso,12/08/2007,68,81,Home,,-,"1,552"
A&M-Corpus Christi,12/17/2007,55,70,Away,,-,"1,801"
Texas A&M,12/19/2007,39,79,Away,,-,"8,912"
DePaul,12/29/2007,64,70,Home,,-,"2,610"
Green Bay,01/03/2008,52,78,Away,,-,"3,227"
Milwaukee,01/05/2008,53,55,Away,,-,"3,410"
Cleveland St.,01/10/2008,64,74,Home,,-,"1,625"
Youngstown St.,01/12/2008,66,70,Home,,-,"1,860"
Loyola Chicago,01/17/2008,65,71,Away,,-,"1,800"
Ill.-Chicago,01/19/2008,65,75,Away,,-,"5,216"
Wright St.,01/26/2008,57,66,Home,,-,"2,236"
Milwaukee,01/31/2008,72,61,Home,,-,"1,428"
Green Bay,02/02/2008,64,66,Home,,-,"1,827"
Youngstown St.,02/07/2008,48,55,Away,,-,"2,332"
Cleveland St.,02/09/2008,56,60,Away,,-,"2,697"
Ill.-Chicago,02/14/2008,68,60,Home,,-,"1,736"
Loyola Chicago,02/16/2008,56,53,Home,,-,"3,316"
Wright St.,02/20/2008,58,59,Away,,-,"6,998"
Bowling Green,02/23/2008,65,81,Home,,-,"1,027"
Valparaiso,02/28/2008,56,59,Away,,-,"3,110"
Butler,03/01/2008,31,65,Away,,-,"7,880"
Wright St.,03/04/2008,37,60,Away,,-,"3,380"
