Cornell,11/10/2007,83,87,Away,,-,"2,742"
Saint Peter's,11/14/2007,60,56,Home,,-,881
Saint Francis (PA),11/17/2007,71,66,Away,,-,"1,376"
Albany (NY),11/20/2007,66,78,Away,,-,"2,264"
Maryland,11/23/2007,51,72,Away,,-,"17,950"
NJIT,11/26/2007,67,58,Home,,-,549
Quinnipiac,11/28/2007,88,92,Home,,2 OT,649
Central Conn. St.,12/01/2007,55,65,Away,,-,"1,216"
Stony Brook,12/05/2007,76,61,Home,,-,794
Harvard,12/08/2007,70,61,Home,,-,973
Monmouth,12/28/2007,56,39,Home,,-,"1,131"
Penn St.,12/31/2007,68,81,Away,,-,"5,605"
Columbia,01/02/2008,64,74,Away,,-,355
Princeton,01/06/2008,68,49,Home,,-,"1,375"
American,01/12/2008,54,71,Home,,-,"1,368"
Navy,01/16/2008,69,79,Away,,-,"2,135"
Army,01/20/2008,57,52,Away,,-,830
Colgate,01/23/2008,63,60,Home,,-,"1,252"
Lafayette,01/26/2008,60,55,Home,,-,"3,141"
Bucknell,01/30/2008,56,54,Away,,-,"2,935"
Holy Cross,02/02/2008,42,60,Away,,-,"3,184"
American,02/10/2008,74,82,Away,,-,"1,989"
Navy,02/13/2008,75,80,Home,,-,832
Army,02/16/2008,58,53,Home,,-,"2,085"
Colgate,02/20/2008,63,71,Away,,-,403
Lafayette,02/23/2008,60,78,Away,,-,"3,498"
Bucknell,02/27/2008,50,39,Home,,-,"1,542"
Holy Cross,02/29/2008,65,58,Home,,-,"1,442"
Army,03/05/2008,61,64,Home,,1 OT,791
