Cal St. Fullerton,11/09/2007,75,92,Away,,-,853
St. Mary's (CA),11/13/2007,66,94,Away,,-,"1,620"
Fresno St.,11/17/2007,65,64,Home,,-,"4,115"
Weber St.,11/19/2007,56,61,Home,,-,"1,513"
Cal St. Northridge,11/21/2007,76,92,Away,,-,831
Pepperdine,11/25/2007,80,90,Home,,-,"1,535"
San Jose St.,11/30/2007,63,78,Home,,-,"1,730"
Utah St.,12/08/2007,66,88,Home,,-,"1,739"
Oregon St.,12/11/2007,53,77,Home,,-,"1,933"
Cal Poly,12/15/2007,56,66,Away,,-,"1,617"
Weber St.,12/18/2007,43,74,Away,,-,"2,004"
UC Riverside,12/22/2007,71,53,Away,,-,206
South Dakota St.,12/28/2007,73,71,Home,,1 OT,"1,489"
UC Davis,01/02/2008,59,62,Home,,-,"1,789"
Pacific,01/05/2008,58,67,Home,,-,"1,950"
Loyola Marymount,01/07/2008,98,64,Home,,-,"1,676"
San Diego,01/09/2008,80,72,Away,,-,"1,577"
Sacramento St.,01/15/2008,73,61,Away,,-,508
Utah Valley,01/19/2008,74,85,Home,,-,"2,002"
Long Beach St.,01/23/2008,80,77,Away,,1 OT,"1,328"
Portland,01/25/2008,63,73,Away,,-,"1,428"
San Jose St.,01/29/2008,56,71,Away,,-,"1,218"
Wyoming,02/06/2008,53,78,Away,,-,"4,788"
Tex.-Pan American,02/12/2008,68,86,Away,,-,"3,240"
Long Beach St.,02/16/2008,77,71,Home,,-,"4,790"
Boise St.,02/20/2008,56,81,Away,,-,"3,220"
Tex.-Pan American,02/22/2008,60,67,Home,,-,"1,969"
Utah Valley,03/01/2008,51,78,Away,,-,"2,254"
Cal St. Fullerton,03/04/2008,80,84,Home,,-,"1,928"
