Southern Utah,11/09/2007,60,49,Home,,-,"9,499"
Weber St.,11/10/2007,71,78,Away,,-,"7,797"
Montana Western,11/12/2007,77,58,Home,,-,"8,315"
Cal Poly,11/15/2007,69,83,Away,,-,"2,475"
UC Irvine,11/17/2007,51,70,Away,,-,"1,906"
Austin Peay,11/20/2007,71,68,Home,,-,"7,900"
Vanderbilt,11/23/2007,56,77,Neutral,"South Padre Island, TX",-,850
Iowa,11/24/2007,75,62,Neutral,"South Padre Island, TX",-,900
Santa Clara,12/01/2007,71,65,Home,,-,"9,345"
Utah,12/05/2007,48,72,Away,,-,"10,829"
CSU Bakersfield,12/08/2007,88,66,Away,,-,"1,739"
Prairie View,12/15/2007,77,51,Home,,-,"6,303"
Utah Valley,12/20/2007,87,65,Home,,-,"7,097"
Northern Ariz.,12/21/2007,78,62,Home,,-,"8,109"
Oral Roberts,12/29/2007,76,55,Home,,-,"7,959"
Hawaii,01/03/2008,86,80,Home,,-,"8,053"
New Mexico St.,01/12/2008,74,62,Home,,-,"9,986"
Boise St.,01/17/2008,82,78,Home,,-,"10,116"
Idaho,01/19/2008,79,64,Home,,-,"10,270"
Louisiana Tech,01/24/2008,71,61,Away,,-,"1,391"
New Mexico St.,01/26/2008,70,100,Away,,-,"7,014"
Nevada,02/02/2008,77,63,Home,,-,"10,270"
Fresno St.,02/07/2008,77,72,Away,,-,"11,030"
San Jose St.,02/09/2008,78,73,Home,,-,"10,270"
Nevada,02/11/2008,80,85,Away,,-,"8,454"
Hawaii,02/16/2008,66,71,Away,,-,"6,813"
San Jose St.,02/18/2008,67,70,Away,,-,"1,634"
UC Santa Barbara,02/22/2008,72,59,Home,,-,"10,270"
Louisiana Tech,02/28/2008,86,59,Home,,-,"10,270"
Fresno St.,03/03/2008,79,66,Home,,-,"10,270"
Boise St.,03/06/2008,88,69,Away,,-,"10,352"
Idaho,03/08/2008,78,58,Away,,-,"1,383"
San Jose St.,03/13/2008,85,65,Neutral,"Las Cruces, NM",-,"4,628"
Boise St.,03/14/2008,78,88,Neutral,"Las Cruces, NM",-,"9,893"
Illinois St.,03/19/2008,57,61,Away,,-,"6,397"
