Waldorf,11/09/2007,76,56,Home,,-,"1,190"
Morehead St.,11/13/2007,49,61,Away,,-,"1,452"
Kansas St.,11/17/2007,64,77,Away,,-,"12,528"
Eastern Ill.,11/20/2007,75,57,Home,,-,616
Missouri,11/25/2007,52,91,Away,,-,"4,665"
Tex.-Pan American,11/28/2007,59,72,Home,,-,539
Texas-Arlington,12/01/2007,57,80,Away,,-,513
Tex.-Pan American,12/03/2007,71,69,Away,,-,"1,117"
IUPUI,12/08/2007,47,64,Home,,-,428
UCLA,12/18/2007,52,77,Away,,-,"8,189"
Kennesaw St.,12/22/2007,66,54,Home,,-,277
Culver-Stockton,12/30/2007,85,56,Home,,-,265
Southern Utah,01/03/2008,60,73,Away,,-,"1,705"
UMKC,01/05/2008,69,62,Away,,-,"2,441"
South Dakota St.,01/10/2008,75,52,Home,,-,406
North Dakota St.,01/12/2008,83,67,Home,,-,575
Centenary (LA),01/17/2008,88,95,Away,,-,827
Oral Roberts,01/19/2008,55,76,Away,,-,"6,610"
IPFW,01/24/2008,65,50,Home,,-,612
Oakland,01/26/2008,71,85,Home,,-,962
UMKC,01/31/2008,77,62,Home,,-,539
Southern Utah,02/02/2008,80,74,Home,,-,906
North Dakota St.,02/07/2008,62,86,Away,,-,"2,210"
South Dakota St.,02/09/2008,75,81,Away,,-,"3,980"
Oral Roberts,02/14/2008,71,76,Home,,-,587
Centenary (LA),02/16/2008,68,67,Home,,-,904
IPFW,02/21/2008,62,85,Away,,-,"1,791"
Oakland,02/23/2008,82,91,Away,,-,"3,855"
IUPUI,03/01/2008,54,72,Away,,-,"1,215"
Oakland,03/09/2008,66,80,Neutral,"Tulsa, OK",-,"1,367"
