Montana St.,11/09/2007,76,65,Home,,-,"10,013"
Dixie St.,11/13/2007,97,66,Home,,-,"8,034"
San Diego,11/17/2007,66,55,Away,,-,"2,853"
Louisville,11/21/2007,48,68,Home,,-,"14,133"
Nevada,11/24/2007,79,67,Home,,-,"13,068"
UC Santa Barbara,11/27/2007,60,63,Away,,-,"3,438"
UTEP,12/01/2007,84,71,Home,,-,"10,766"
Northern Ariz.,12/05/2007,83,74,Away,,-,"2,138"
Fresno St.,12/08/2007,84,71,Neutral,"Orleans Center, Las Vega",-,"4,924"
Arizona,12/19/2007,49,52,Home,,-,"13,676"
UT Martin,12/22/2007,74,48,Home,,-,"7,899"
Kennesaw St.,12/28/2007,78,55,Home,,-,"10,103"
Nicholls St.,12/29/2007,64,42,Home,,-,"10,317"
Minnesota,12/30/2007,81,64,Home,,-,"11,615"
Colorado St.,01/05/2008,65,62,Away,,-,"4,023"
Air Force,01/12/2008,53,65,Away,,-,"5,146"
BYU,01/15/2008,70,41,Home,,-,"13,074"
Wyoming,01/23/2008,78,71,Home,,-,"10,082"
San Diego St.,01/26/2008,72,69,Away,,-,"9,131"
TCU,01/30/2008,70,58,Away,,-,"3,577"
New Mexico,02/02/2008,79,60,Home,,-,"14,056"
Utah,02/06/2008,73,81,Away,,-,"9,989"
Colorado St.,02/09/2008,68,51,Home,,-,"12,946"
Air Force,02/12/2008,58,51,Home,,-,"10,506"
BYU,02/16/2008,48,74,Away,,-,"22,580"
Wyoming,02/23/2008,73,65,Away,,-,"5,547"
San Diego St.,02/26/2008,68,58,Home,,-,"13,036"
TCU,03/01/2008,74,55,Home,,-,"12,615"
New Mexico,03/04/2008,45,59,Away,,-,"18,018"
Utah,03/08/2008,70,63,Home,,-,"12,366"
TCU,03/13/2008,89,88,Home,,-,"10,857"
Utah,03/14/2008,61,55,Home,,-,"13,913"
BYU,03/15/2008,76,61,Home,,-,"16,096"
Kent St.,03/20/2008,71,58,Neutral,"Omaha, NE",-,"17,162"
Kansas,03/22/2008,56,75,Neutral,"Omaha, NE",-,"17,162"
