Furman,11/09/2007,78,75,Home,,-,"1,123"
Lees-McRae,11/11/2007,74,48,Home,,-,794
Brevard,11/13/2007,75,35,Home,,-,949
Campbell,11/17/2007,83,71,Away,,-,947
Western Caro.,11/20/2007,83,73,Away,,-,"2,022"
East Tenn. St.,11/24/2007,87,89,Home,,1 OT,"1,121"
Tusculum,11/27/2007,84,73,Home,,-,869
Virginia Tech,12/01/2007,51,65,Away,,-,"9,847"
Campbell,12/13/2007,79,76,Home,,-,865
South Carolina St.,12/17/2007,87,76,Home,,-,789
Tennessee,12/19/2007,73,86,Away,,-,"21,001"
Buffalo,12/29/2007,101,90,Home,,1 OT,"1,026"
Montreat,12/31/2007,94,64,Home,,-,976
South Carolina,01/05/2008,61,58,Away,,-,"10,110"
North Carolina,01/09/2008,81,93,Away,,-,"20,326"
Liberty,01/12/2008,74,70,Home,,-,"1,183"
High Point,01/16/2008,74,58,Home,,-,"1,135"
VMI,01/19/2008,90,87,Away,,1 OT,"4,219"
Radford,01/23/2008,82,63,Home,,-,"1,159"
Charleston So.,01/26/2008,86,73,Away,,-,"1,128"
Coastal Caro.,01/28/2008,56,52,Away,,-,"1,162"
Winthrop,02/02/2008,71,56,Home,,-,"1,198"
Liberty,02/09/2008,54,83,Away,,-,"6,566"
High Point,02/13/2008,71,80,Away,,-,"1,989"
VMI,02/16/2008,75,97,Home,,-,"1,148"
Radford,02/20/2008,53,62,Away,,-,"2,162"
Charleston So.,02/23/2008,85,73,Home,,-,"1,142"
Coastal Caro.,02/27/2008,78,72,Home,,-,"1,158"
Winthrop,03/01/2008,63,50,Away,,-,"6,043"
Charleston So.,03/04/2008,87,63,Home,,-,"1,045"
Liberty,03/06/2008,75,57,Home,,-,"1,189"
Winthrop,03/08/2008,48,66,Home,,-,"1,207"
Ohio St.,03/18/2008,66,84,Away,,-,"7,117"
