name,school_year,year,position,height,G,field_goals_made,field_goal_attempts,field_goal_percent,three_pointers_made,three_pointer_attempts,three_pointer_percent,free_throws_made,free_throws_attempts,free_throw_percent,rebounds,rebounds_average,assists,assists_average,blocks,blocks_average,steals,steals_average,points,points_average,turnovers
"Adams, Luke",Fr.,2011-12,G,5-9,23,26,79,0.329,23,61,0.377,21,26,0.808,22,0.957,27,1.174,0,-,18,0.783,96,4.174,38
"Crockett, Jaye",So.,2011-12,F,6-7,30,96,201,0.478,4,14,0.286,69,95,0.726,172,5.733,33,1.100,23,0.767,25,0.833,265,8.833,71
"Forte, Cameron",Fr.,2011-12,F,6-6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Gotcher, Toddrick",Fr.,2011-12,G,6-3,9,21,43,0.488,6,11,0.545,18,25,0.720,35,3.889,23,2.556,6,0.667,4,0.444,66,7.333,13
"Hayden, Pierre",---,2011-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kravic, Dejan",Jr.,2011-12,C,6-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Lammert, Clark",Fr.,2011-12,F,6-8,18,15,29,0.517,5,11,0.455,19,25,0.760,29,1.611,5,0.278,0,-,8,0.444,54,3.000,9
"Lewandowski, Robert",Sr.,2011-12,F,6-10,31,91,200,0.455,1,3,0.333,26,34,0.765,115,3.710,36,1.161,27,0.871,5,0.161,209,6.742,62
"Minnis, DeShon",Fr.,2011-12,G,6-3,26,28,74,0.378,0,4,0.000,24,41,0.585,60,2.308,37,1.423,2,0.077,19,0.731,80,3.077,56
"Nash, Jaron",So.,2011-12,F,6-7,27,28,56,0.500,0,3,0.000,12,43,0.279,40,1.481,2,0.074,4,0.148,9,0.333,68,2.519,20
"Nurse, Ty",Jr.,2011-12,G,6-1,30,82,197,0.416,47,121,0.388,55,61,0.902,53,1.767,57,1.900,1,0.033,23,0.767,266,8.867,53
"Petteway, Terran",Fr.,2011-12,F,6-6,28,32,87,0.368,12,40,0.300,12,26,0.462,57,2.036,20,0.714,5,0.179,6,0.214,88,3.143,35
"Tapsoba, Kader",Jr.,2011-12,C,6-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Tolbert, Jordan",Fr.,2011-12,F,6-7,31,126,242,0.521,0,1,0.000,105,146,0.719,177,5.710,20,0.645,22,0.710,16,0.516,357,11.516,80
"Wagner, Kevin",Fr.,2011-12,G,5-8,18,15,49,0.306,5,10,0.500,10,15,0.667,15,0.833,27,1.500,2,0.111,7,0.389,45,2.500,19
"Willis, Javarez",So.,2011-12,G,5-11,31,84,213,0.394,39,119,0.328,43,53,0.811,73,2.355,58,1.871,0,-,21,0.677,250,8.065,64
