Brown,11/12/2010,65,69,Home,,-,"2,244"
Sacred Heart,11/15/2010,69,51,Home,,-,"1,294"
Hampton,11/19/2010,48,58,Home,,-,"1,374"
LIU Brooklyn,11/23/2010,70,82,Home,,-,"1,161"
Hartford,11/27/2010,61,57,Home,,-,"1,375"
Harvard,12/01/2010,57,80,Away,,-,774
Lehigh,12/04/2010,74,67,Away,,-,"1,093"
Manhattan,12/08/2010,73,59,Home,,-,"1,996"
St. John's (NY),12/11/2010,84,81,Home,,-,"3,200"
Kennesaw St.,12/22/2010,80,63,Home,,-,"1,504"
American,12/29/2010,57,73,Neutral,"Santa Clara, CA",-,"1,610"
Santa Clara,12/30/2010,70,85,Away,,-,"1,455"
Temple,01/05/2011,51,70,Home,,-,"2,178"
George Washington,01/12/2011,52,72,Away,,-,"1,438"
Charlotte,01/15/2011,61,71,Away,,-,"5,603"
Saint Louis,01/19/2011,55,68,Home,,-,"1,257"
Dayton,01/22/2011,57,91,Away,,-,"13,031"
Duquesne,01/26/2011,72,91,Home,,-,"1,384"
St. Bonaventure,01/29/2011,60,69,Home,,-,"3,200"
Rhode Island,02/02/2011,52,72,Away,,-,"4,278"
Richmond,02/05/2011,60,77,Home,,-,"2,715"
Temple,02/09/2011,66,77,Away,,-,"3,858"
Saint Joseph's,02/13/2011,70,76,Home,,-,"1,573"
Xavier,02/19/2011,72,79,Away,,-,"10,250"
St. Bonaventure,02/23/2011,63,82,Away,,-,"3,457"
Rhode Island,02/26/2011,58,90,Home,,-,"2,186"
La Salle,03/02/2011,61,86,Away,,-,"1,307"
Massachusetts,03/05/2011,77,73,Home,,-,"2,368"
