Stony Brook,11/18/2010,59,66,Home,,-,690
Albany (NY),11/20/2010,46,72,Home,,-,667
North Carolina St.,11/27/2010,67,77,Away,,-,"10,327"
Longwood,11/29/2010,83,78,Away,,-,"1,129"
Bryant,12/02/2010,78,68,Home,,-,437
Central Conn. St.,12/04/2010,48,46,Home,,-,535
Connecticut,12/08/2010,54,78,Away,,-,"8,241"
Iona,12/11/2010,66,87,Away,,-,"1,843"
Rutgers,12/14/2010,65,79,Away,,-,"4,026"
Saint Peter's,12/18/2010,57,60,Away,,-,509
Lafayette,01/02/2011,92,98,Home,,2 OT,916
Sacred Heart,01/06/2011,50,67,Home,,-,583
Quinnipiac,01/08/2011,56,66,Home,,-,"1,093"
Robert Morris,01/13/2011,65,83,Away,,-,"1,078"
Saint Francis (PA),01/15/2011,55,69,Away,,-,834
Houston Baptist,01/17/2011,75,64,Home,,-,420
Bryant,01/20/2011,71,74,Away,,-,512
Central Conn. St.,01/22/2011,67,72,Away,,1 OT,"1,794"
LIU Brooklyn,01/27/2011,89,97,Home,,-,683
St. Francis (NY),01/29/2011,77,86,Home,,-,894
NJIT,02/01/2011,62,64,Home,,1 OT,219
Wagner,02/03/2011,57,61,Away,,-,923
Mt. St. Mary's,02/05/2011,59,70,Away,,-,"2,116"
Monmouth,02/09/2011,57,68,Away,,-,881
Monmouth,02/12/2011,51,62,Home,,-,"2,283"
Robert Morris,02/17/2011,50,74,Home,,-,"1,028"
Saint Francis (PA),02/19/2011,65,77,Home,,-,536
Sacred Heart,02/24/2011,85,74,Away,,-,441
Quinnipiac,02/26/2011,60,71,Away,,-,"3,316"
