Emory & Henry,11/13/2010,57,54,Home,,-,"1,339"
Methodist,11/14/2010,83,74,Home,,-,806
South Carolina,11/19/2010,56,85,Away,,-,"10,017"
George Mason,11/24/2010,55,81,Away,,-,"4,273"
Charlotte,11/27/2010,52,73,Away,,-,"5,977"
UNC Asheville,12/02/2010,50,70,Home,,-,"1,115"
Gardner-Webb,12/04/2010,52,59,Home,,-,821
Virginia,12/07/2010,44,54,Away,,-,"8,242"
James Madison,12/11/2010,57,78,Home,,-,"1,140"
UNC Wilmington,12/18/2010,50,64,Away,,-,"3,378"
Florida,12/22/2010,55,66,Away,,-,"7,825"
Dickinson,12/29/2010,86,59,Home,,-,235
Coastal Caro.,12/31/2010,59,77,Away,,-,"1,021"
Charleston So.,01/02/2011,58,73,Away,,-,357
High Point,01/08/2011,64,59,Home,,-,735
VMI,01/13/2011,71,105,Home,,-,806
Liberty,01/15/2011,53,61,Home,,-,884
Winthrop,01/20/2011,58,74,Away,,-,"1,812"
Presbyterian,01/22/2011,61,67,Away,,-,533
Charleston So.,01/27/2011,62,70,Home,,1 OT,976
Coastal Caro.,01/29/2011,63,86,Home,,-,"1,542"
Winthrop,02/01/2011,67,66,Home,,-,871
High Point,02/05/2011,70,72,Away,,-,"1,543"
Liberty,02/10/2011,71,79,Away,,-,"4,258"
VMI,02/12/2011,58,71,Away,,-,"3,510"
Presbyterian,02/15/2011,49,52,Home,,1 OT,831
William & Mary,02/19/2011,52,84,Away,,-,"2,899"
Gardner-Webb,02/24/2011,63,71,Away,,-,"1,150"
UNC Asheville,02/26/2011,58,81,Away,,-,"1,125"
