Lafayette,11/12/2010,63,58,Home,,-,"1,857"
Lehigh,11/15/2010,57,73,Away,,-,665
Stony Brook,11/21/2010,58,54,Away,,-,"1,156"
Hofstra,11/26/2010,63,67,Away,,-,"2,542"
Bucknell,11/29/2010,77,73,Away,,-,"1,963"
St. John's (NY),12/01/2010,61,69,Away,,-,"4,008"
Sacred Heart,12/04/2010,73,68,Away,,1 OT,611
Columbia,12/07/2010,71,77,Away,,-,451
Saint Peter's,12/11/2010,50,51,Home,,-,"1,752"
Princeton,12/17/2010,57,69,Home,,-,"1,027"
Texas A&M,12/21/2010,51,86,Away,,-,"8,007"
Albany (NY),12/30/2010,80,65,Home,,-,"1,257"
Quinnipiac,01/03/2011,73,68,Away,,-,"1,109"
Robert Morris,01/06/2011,83,78,Home,,1 OT,903
Saint Francis (PA),01/08/2011,81,53,Home,,-,"2,034"
St. Francis (NY),01/13/2011,56,72,Away,,-,493
LIU Brooklyn,01/15/2011,54,84,Away,,-,583
Quinnipiac,01/20/2011,90,80,Home,,-,"1,213"
Sacred Heart,01/22/2011,76,79,Home,,-,"1,442"
Bryant,01/27/2011,80,75,Away,,1 OT,974
Central Conn. St.,01/29/2011,71,75,Away,,-,"2,164"
Fairleigh Dickinson,02/03/2011,61,57,Home,,-,923
Monmouth,02/05/2011,63,60,Home,,-,"1,865"
Mt. St. Mary's,02/09/2011,57,71,Away,,-,778
Mt. St. Mary's,02/12/2011,70,65,Home,,-,"2,011"
LIU Brooklyn,02/17/2011,79,83,Home,,1 OT,"1,507"
St. Francis (NY),02/19/2011,73,77,Home,,-,"2,067"
Saint Francis (PA),02/24/2011,78,84,Away,,-,812
Robert Morris,02/26/2011,49,66,Away,,-,"1,287"
Robert Morris,03/03/2011,74,78,Away,,-,"1,346"
