Penn,11/13/2010,64,69,Away,,-,"5,633"
West Virginia,11/18/2010,70,84,Neutral,"San Juan, PR",-,"4,018"
Nebraska,11/19/2010,70,67,Neutral,"San Juan, PR",-,"10,127"
Western Ky.,11/21/2010,64,51,Neutral,"San Juan, PR",-,"11,575"
Rhode Island,11/27/2010,58,71,Away,,-,"4,712"
Monmouth,11/29/2010,69,53,Home,,-,"3,106"
Col. of Charleston,12/02/2010,73,82,Away,,-,"4,361"
Citadel,12/04/2010,68,53,Away,,-,"1,188"
Charlotte,12/11/2010,82,68,Home,,-,"5,212"
St. John's (NY),12/20/2010,57,62,Away,,-,"6,596"
St. Francis (NY),12/21/2010,76,69,Neutral,"New York, NY",-,"5,583"
St. Joseph's (ME),12/30/2010,108,39,Home,,-,"3,408"
Vanderbilt,01/02/2011,52,80,Away,,-,"13,106"
Appalachian St.,01/05/2011,66,74,Home,,-,"3,842"
Western Caro.,01/08/2011,73,81,Away,,-,"1,044"
Furman,01/12/2011,79,70,Home,,-,"3,404"
Wofford,01/15/2011,64,69,Home,,-,"4,181"
UNC Greensboro,01/17/2011,69,77,Away,,-,"2,792"
Elon,01/20/2011,70,77,Away,,-,"1,533"
Citadel,01/26/2011,75,85,Home,,-,"3,458"
Col. of Charleston,01/29/2011,75,64,Home,,-,"4,295"
Ga. Southern,01/31/2011,73,66,Away,,-,"1,617"
Samford,02/03/2011,62,49,Away,,-,602
Chattanooga,02/05/2011,73,59,Home,,-,"3,545"
Wofford,02/09/2011,67,58,Away,,-,"1,711"
Furman,02/12/2011,79,88,Away,,-,"2,782"
Ga. Southern,02/16/2011,83,56,Home,,-,"3,437"
Presbyterian,02/19/2011,71,65,Away,,-,"1,958"
Elon,02/24/2011,83,75,Home,,-,"3,288"
UNC Greensboro,02/26/2011,78,67,Home,,-,"3,762"
UNC Greensboro,03/04/2011,64,71,Neutral,"Chattanooga, TN",-,"2,183"
James Madison,03/15/2011,85,65,Home,,-,989
Creighton,03/21/2011,92,102,Away,,-,"4,832"
