Indiana,11/14/2010,44,67,Away,,-,"15,261"
Northwood (MI),11/17/2010,75,55,Home,,-,"4,601"
Southern U.,11/21/2010,66,43,Home,,-,"3,081"
Oakland,11/23/2010,82,79,Home,,-,"3,327"
Richmond,11/26/2010,61,71,Neutral,"Hoffman Estates, IL",-,"3,392"
Southern Ill.,11/27/2010,50,56,Neutral,"Hoffman Estates, IL",-,"2,832"
Cincinnati,12/01/2010,69,77,Away,,-,"5,871"
Detroit,12/04/2010,69,78,Away,,-,"2,213"
Air Force,12/08/2010,76,61,Home,,-,"5,542"
Tusculum,12/11/2010,60,47,Home,,-,"3,267"
Central Mich.,12/14/2010,53,49,Away,,-,"2,343"
Miami (OH),12/18/2010,66,51,Home,,-,"4,580"
Charlotte,12/22/2010,53,57,Away,,-,"5,156"
Milwaukee,12/30/2010,68,44,Home,,-,"3,678"
Green Bay,01/01/2011,67,64,Home,,-,"3,260"
Ill.-Chicago,01/06/2011,71,63,Away,,-,"2,590"
Loyola Chicago,01/08/2011,58,41,Away,,-,"2,312"
Valparaiso,01/14/2011,60,71,Home,,-,"8,398"
Butler,01/16/2011,69,64,Home,,-,"7,603"
Youngstown St.,01/20/2011,66,62,Away,,-,"1,585"
Cleveland St.,01/22/2011,46,65,Away,,-,"4,615"
Green Bay,01/28/2011,63,61,Away,,-,"3,547"
Milwaukee,01/30/2011,53,54,Away,,-,"3,021"
Loyola Chicago,02/03/2011,76,63,Home,,-,"4,595"
Ill.-Chicago,02/05/2011,69,63,Home,,-,"6,642"
Youngstown St.,02/07/2011,74,70,Home,,-,"3,361"
Butler,02/10/2011,63,71,Away,,-,"6,726"
Valparaiso,02/12/2011,56,58,Away,,-,"4,533"
Cleveland St.,02/16/2011,72,74,Home,,-,"5,768"
Hofstra,02/19/2011,82,56,Home,,-,"5,073"
Detroit,02/25/2011,67,77,Home,,-,"6,251"
Green Bay,03/01/2011,60,50,Home,,-,"2,441"
Cleveland St.,03/04/2011,59,73,Neutral,"Milwaukee, WI",-,"2,357"
