Dayton,11/13/2010,52,67,Away,,-,"12,611"
Cincinnati,11/15/2010,59,69,Away,,-,"4,083"
Savannah St.,11/20/2010,68,62,Home,,1 OT,"1,703"
Niagara,11/22/2010,63,65,Away,,-,"1,518"
Florida A&M,11/27/2010,70,61,Home,,-,801
Navy,11/29/2010,68,81,Home,,-,"1,158"
Sacred Heart,12/02/2010,66,52,Away,,-,454
Quinnipiac,12/04/2010,75,77,Away,,-,"1,744"
Penn St.,12/07/2010,53,57,Away,,-,"5,154"
Loyola Maryland,12/11/2010,42,65,Away,,-,"1,422"
Albany (NY),12/18/2010,57,77,Away,,-,"1,720"
American,12/20/2010,64,69,Home,,-,756
Northwestern,12/23/2010,47,70,Away,,-,"4,531"
Vermont,12/29/2010,61,68,Away,,1 OT,"2,712"
Virginia Tech,01/02/2011,34,99,Away,,-,"9,847"
Saint Francis (PA),01/06/2011,63,56,Home,,-,803
Robert Morris,01/08/2011,48,51,Home,,-,"1,003"
LIU Brooklyn,01/13/2011,69,91,Away,,-,487
St. Francis (NY),01/15/2011,70,61,Away,,-,587
Sacred Heart,01/20/2011,61,45,Home,,-,889
Quinnipiac,01/22/2011,72,63,Home,,-,"1,278"
Central Conn. St.,01/27/2011,52,71,Away,,-,"1,849"
Bryant,01/29/2011,60,62,Away,,-,"1,119"
Monmouth,02/03/2011,56,54,Home,,-,730
Fairleigh Dickinson,02/05/2011,70,59,Home,,-,"2,116"
Wagner,02/09/2011,71,57,Home,,-,778
Wagner,02/12/2011,65,70,Away,,-,"2,011"
St. Francis (NY),02/17/2011,60,63,Home,,-,828
LIU Brooklyn,02/19/2011,64,84,Home,,-,"1,528"
Robert Morris,02/24/2011,57,65,Away,,-,"1,157"
Saint Francis (PA),02/26/2011,64,55,Away,,-,"1,134"
Quinnipiac,03/03/2011,59,78,Away,,-,"2,455"
