Texas Lutheran,11/12/2010,88,45,Home,,-,"1,003"
Oregon St.,11/14/2010,56,71,Away,,-,"2,614"
Texas-Tyler,11/16/2010,96,56,Home,,-,624
Houston Baptist,11/20/2010,74,65,Away,,-,821
Hardin-Simmons,11/22/2010,88,71,Home,,-,944
St. Edward's,11/27/2010,67,52,Home,,-,455
North Texas,11/30/2010,83,87,Away,,-,"2,652"
Samford,12/11/2010,60,68,Away,,-,851
Louisiana Tech,12/18/2010,61,62,Away,,-,"1,633"
Texas Tech,12/22/2010,56,73,Away,,-,"8,171"
Kansas,12/29/2010,57,82,Away,,-,"16,300"
Arkansas,12/31/2010,74,87,Away,,-,"11,913"
Houston Baptist,01/05/2011,72,57,Home,,-,679
Nicholls St.,01/08/2011,48,66,Away,,-,580
Sam Houston St.,01/12/2011,65,58,Away,,-,938
Lamar,01/15/2011,72,76,Home,,-,980
A&M-Corpus Christi,01/19/2011,70,49,Home,,-,850
Stephen F. Austin,01/22/2011,62,52,Away,,-,"3,794"
Texas St.,01/29/2011,83,66,Home,,-,"1,071"
UTSA,02/02/2011,62,70,Away,,-,"1,215"
Central Ark.,02/07/2011,93,70,Home,,-,310
Sam Houston St.,02/09/2011,74,78,Home,,-,568
Texas St.,02/12/2011,71,79,Away,,-,"2,397"
Stephen F. Austin,02/16/2011,66,65,Home,,1 OT,"1,222"
Southeastern La.,02/19/2011,68,66,Away,,1 OT,"1,019"
McNeese St.,02/23/2011,72,81,Home,,-,817
Northwestern St.,02/26/2011,71,78,Away,,1 OT,707
A&M-Corpus Christi,03/02/2011,83,95,Away,,-,889
UTSA,03/05/2011,63,68,Home,,-,"1,019"
