Huston-Tillotson,11/12/2010,82,65,Home,,-,"1,789"
Evansville,11/17/2010,73,77,Away,,-,"3,768"
Cameron,11/19/2010,71,61,Home,,-,"1,563"
Troy,11/22/2010,81,70,Home,,-,"1,073"
San Jose St.,11/30/2010,72,63,Home,,-,"1,434"
UC Riverside,12/02/2010,75,82,Away,,-,522
Pepperdine,12/04/2010,86,81,Away,,-,"1,154"
Houston,12/11/2010,68,63,Away,,-,"2,955"
Samford,12/20/2010,73,74,Home,,-,"1,432"
Tulsa,12/23/2010,67,92,Away,,-,"5,194"
Bowling Green,12/30/2010,59,70,Away,,-,"1,229"
Oklahoma St.,01/03/2011,63,79,Away,,-,"9,759"
Sam Houston St.,01/08/2011,59,62,Home,,-,"1,376"
A&M-Corpus Christi,01/12/2011,55,47,Away,,-,"1,065"
Stephen F. Austin,01/15/2011,59,68,Home,,-,"1,312"
Northwestern St.,01/19/2011,63,58,Away,,-,"1,615"
Texas St.,01/22/2011,88,84,Home,,-,"2,856"
Okla. Panhandle,01/24/2011,71,50,Home,,-,"1,211"
Sam Houston St.,01/29/2011,67,88,Away,,-,"1,168"
Texas-Arlington,02/02/2011,70,62,Home,,-,"1,215"
Lamar,02/05/2011,70,64,Home,,-,"3,066"
Southeastern La.,02/09/2011,73,79,Away,,-,720
Stephen F. Austin,02/12/2011,66,70,Away,,-,"2,307"
McNeese St.,02/16/2011,65,61,Home,,-,"1,157"
Nicholls St.,02/19/2011,52,54,Away,,-,"1,148"
A&M-Corpus Christi,02/23/2011,71,62,Home,,-,"1,151"
Texas St.,02/26/2011,80,82,Away,,-,"3,527"
Central Ark.,03/02/2011,70,58,Home,,-,"1,204"
Texas-Arlington,03/05/2011,68,63,Away,,-,"1,019"
Northwestern St.,03/09/2011,97,96,Neutral,"Katy, TX",-,"1,353"
Sam Houston St.,03/10/2011,79,70,Neutral,"Katy, TX",-,"1,831"
McNeese St.,03/12/2011,75,72,Neutral,"Katy, TX",-,"2,758"
Alabama St.,03/16/2011,70,61,Neutral,"Dayton, OH",-,"10,192"
Ohio St.,03/18/2011,46,75,Neutral,"Cleveland, OH",-,"20,164"
