Champion Bapt.,11/13/2010,92,47,Away,,-,131
Louisiana Col.,11/18/2010,78,81,Away,,-,350
Mississippi Col.,11/22/2010,67,64,Away,,-,792
Louisiana Col.,11/24/2010,80,46,Home,,-,480
Birmingham-So.,11/27/2010,59,63,Away,,-,332
Pensacola Christian,12/04/2010,76,58,Home,,-,376
Tulane,12/14/2010,53,57,Home,,-,421
Webber Int'l,12/17/2010,77,58,Away,,-,117
Southeastern (FL),12/18/2010,82,87,Away,,-,35
Huntingdon,12/22/2010,73,68,Home,,-,151
Mississippi Col.,01/03/2011,74,71,Home,,-,378
Carver Bible,01/08/2011,88,74,Away,,-,100
Victory,01/15/2011,81,59,Home,,-,285
Dillard,01/20/2011,73,59,Home,,-,473
Huntingdon,01/24/2011,67,55,Away,,-,162
Dallas,01/30/2011,63,42,Away,,-,265
St. Thomas (TX),02/07/2011,55,59,Away,,-,155
Concordia-Selma,02/17/2011,97,55,Home,,-,146
St. Thomas (TX),02/21/2011,73,54,Home,,-,226
Birmingham-So.,02/24/2011,88,59,Home,,-,288
Victory,02/26/2011,76,78,Away,,-,100
Pensacola Christian,03/01/2011,64,62,Away,,-,"2,564"
